objectid,parentid,title,creator,date,estimatedate,description,object_transcript,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text
kletter_1h,kletter_1a,"Letter, Kathleen to Caroline","O'Reilly, Kathleen",1897-03-14,,,,,,,,,,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/kletter_1h.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/kletter_1h_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/kletter_1h_th.jpg,
kletter_1i,kletter_1a,"Letter, Kathleen to Caroline","O'Reilly, Kathleen",1897-03-14,,,given us strict instructions not to tell Aunt [] about it. He says I am not to get the gloves at Bon Marche till we are on our way bnack to England as I might have to pay duty in Italy but I am afraid we may wisk through Paris on our return as he says he must be back by the 8th April for Hall [] [] in London on 9th. and he is anxious to stay as long as possible in Rome. We leave for Nice about 9 tonight and travel in wagon de lit. Have breakfast in Marseilles + should reach our destination about 2:30pm tomorrow. I hope we shall be there three days at least + then go to Rome to remain there a week + do as many more places as we can in the time! I am afraid I have not written very much to you lately. Many dea thanks for your nice long letters I meant to have written to [] [] give her my love. I called one knowing to see Mrs Ward at her hotel on my return frtom Ireland but did not see her. I sdaw Mrs Scowdon looking very they talk of returning in May to BC.,,,,,,,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/kletter_1i.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/kletter_1i_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/kletter_1i_th.jpg,
kletter_1j,kletter_1a,"Letter, Kathleen to Caroline","O'Reilly, Kathleen",1897-03-14,,,"This morning we have been driving about nearly all public places are closed on Mondays to sweep them out after Sunday visitors. We have been again to notre Dame. Seen Eiffle Toer exhibition buildings + [] old churches etc. It is well fortunante it is threatening to rain againl. Uncle Joe has just come to say he is ready to go out if I am am so Goodbye for today. Much love to Father, Frank and Jack and yr dear self, from your loving daughter C Kathering O'Reilly
Did I tell you I had a lond amusing letter from F A G [] some place down South. Miss Godley asked me to tea they are in London. Sloan Street + I had a [] letter from Mrs Garratt Lucy is at [Leancriffe] + [] house in May. such a lot of correspondence for me",,,,,,,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/kletter_1j.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/kletter_1j_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/kletter_1j_th.jpg,
pletter_1a,,"Letter, Peter to Kathleen","O'Reilly, Peter",1897-03-17,,,,,,,,BC Archives,"MS-2894, Box 27, File 3",,,,,,compound_object,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/pletter_1a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/pletter_1a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/pletter_1a_th.jpg,
pletter_1b,pletter_1a,"Letter, Peter to Kathleen","O'Reilly, Peter",1897-03-17,,,,,,,,,,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/pletter_1b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/pletter_1b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/pletter_1b_th.jpg,
pletter_1c,pletter_1a,"Letter, Peter to Kathleen","O'Reilly, Peter",1897-03-17,,,,,,,,,,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/pletter_1c.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/pletter_1c_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/pletter_1c_th.jpg,
pletter_1d,pletter_1a,"Letter, Peter to Kathleen","O'Reilly, Peter",1897-03-17,,,,,,,,,,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/pletter_1d.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/pletter_1d_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/pletter_1d_th.jpg,
pletter_1e,pletter_1a,"Letter, Peter to Kathleen","O'Reilly, Peter",1897-03-17,,,,,,,,,,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/pletter_1e.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/pletter_1e_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/pletter_1e_th.jpg,
pletter_1f,pletter_1a,"Letter, Peter to Kathleen","O'Reilly, Peter",1897-03-17,,,,,,,,,,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/pletter_1f.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/pletter_1f_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/pletter_1f_th.jpg,
pletter_2a,,"Letter, Peter to Kathleen","O'Reilly, Peter",1897-04-19,,"27th in Rome
https://www.vilocalhistory.ca/wiki/peter-to-kathleen-victoria-bc-april-19-1897/",,,"Rome, Italy",,,BC Archives; Vancouver Island Local History Society,,,,,,,compound_object,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/pletter_2a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/pletter_2a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/pletter_2a_th.jpg,
pletter_2b,pletter_2a,"Letter, Peter to Kathleen","O'Reilly, Peter",1897-04-19,,,,,,,,,,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/pletter_2b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/pletter_2b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/pletter_2b_th.jpg,
pletter_2c,pletter_2a,"Letter, Peter to Kathleen","O'Reilly, Peter",1897-04-19,,,,,,,,,,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/pletter_2c.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/pletter_2c_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/pletter_2c_th.jpg,
pletter_2d,pletter_2a,"Letter, Peter to Kathleen","O'Reilly, Peter",1897-04-19,,,,,,,,,,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/pletter_2d.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/pletter_2d_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/pletter_2d_th.jpg,
pletter_2e,pletter_2a,"Letter, Peter to Kathleen","O'Reilly, Peter",1897-04-19,,,,,,,,,,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/pletter_2e.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/pletter_2e_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/pletter_2e_th.jpg,
pletter_2f,pletter_2a,"Letter, Peter to Kathleen","O'Reilly, Peter",1897-04-19,,,,,,,,,,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/pletter_2f.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/pletter_2f_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/pletter_2f_th.jpg,
kletter_2a,,"Letter, Kathleen to Peter","O'Reilly, Kathleen",1897-03-27,,,"Hotel Bristol
Place Barberini
A prortini (proprietare)
Rome

[Sideways] I received a note from her asking us all to a pic-nic on Tuesday but I Dont fancy Uncle Joe will go as [] [] The lady [] always called on us! Now I must [] With fond Love + best wishes your loving child Pussy O'Reily

My dear dear Father, 
Many happy stories of the day. I hope you [] all quite well and spending a happy bithday and all loving good wishes to you! Many thanks for your nice long letter of 28th Feb received since I arrived here. I am so glad to hear you were all quite well and that dear Frank was still with you. Hopw festive of Mother to have another party. I don't think I have mentioned the last she wrote about. She was so good in telling me all the details. But indeed I have been very remiss about writing since coming abroad. It is nearly a fortnight since I wrote from Paris! Uncle Joe tells me to give you his love + say he is",Hotel Bristol,"Rome, Italy",,,BC Archives,"MS-2894, Box 45, File 10",,,,,,compound_object,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/kletter_2a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/kletter_2a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/kletter_2a_th.jpg,
kletter_2b,kletter_2a,"Letter, Kathleen to Peter","O'Reilly, Kathleen",1897-03-27,,,"the day we went to the English cemetery such a pretty spot + saw Aunt Charlottes grave. The passing [] [] day we were told the crowd were waiting to see the Queen drtive out so we waited a few minutes but we were dissapointed as the Emperor of Austria, Franz Josef came to call on her, so we only saw him go in. Josephine + I were very anxious to see Victoria, so we went another afternoon by ourselves, it was a hot struggle, crowds of people + we only just arrived in time. I think another half minute we should have been too late. We left Nice by [] train on Saturday morning + reached Genoa late in the afternoon. After 6 o'cl. Fable d'hote we went for a drive. I had no idea Genoa would be such a beautiful and interesting place. On Sunday we had perfect weather + were out driving really",,,,,BC Archives,"MS-2894, Box 45, File 10",,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/kletter_2b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/kletter_2b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/kletter_2b_th.jpg,
kletter_2d,kletter_2a,"Letter, Kathleen to Peter","O'Reilly, Kathleen",1897-03-27,,,"not going to write to you because I tell you everything + because you have not written to him for a year! He particularly told me to say 'a year'! I cannot begin to tell you everything since the last letter because it might fill a book!! We left Paris on the Monday evening + travelled in wagon lit to Marseilles arriving there 10am. Had breakfast and started for Nice arrived there 3:30 Cha[] hotel close to and facing the sea on the promenade des Anglais. It is such a bright gay place. Josephine + I were delighted. Of course we found it very [] + every place has been so, since we left Paris. The flowers are lovely, we sent some to England + Carry said they arrived beautifully fresh + sweet. They day we spend driving to Monte Carlo + back. Most Lovely drive, called Corniche Rd over the mountains we had Lunch at the fashionable hotel and then went to see the gambling",,,,,BC Archives,"MS-2894, Box 45, File 10",,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/kletter_2d.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/kletter_2d_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/kletter_2d_th.jpg,
kletter_2c,kletter_2a,"Letter, Kathleen to Peter","O'Reilly, Kathleen",1897-03-27,,,"it was most interesting but was not a particularly exciting day at the tables as there was a concert going on at which most of the [] people were assembled. Monte Carlo is a most lovely place and the drive back by the lower road along the sea is lovely. H.M.S 'Cambrian' looked very peaceful lyuing at ville Franche as grand ship for our [] who is at []. Prince Louis of Battenburg + Mr Williamson are among the officers. Sir Michael S told me to let the later know when I reachesd Nice and as I said I did not like to, he wrote, and I received the enclosed note after I arrived here (fprwarded from hotel des Anglais) it seemed a pity we missed it as it might have been more amusing if he had gone with us to Monte Carlo or some excursion. I suppose the people at the hotel did not understand about my name. Very stupid of them!",,,,,BC Archives,"MS-2894, Box 45, File 10",,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/kletter_2c.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/kletter_2c_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/kletter_2c_th.jpg,
